hsg_owner	hsg_adm	hsg_sigil	hsg_kurzbenennung	hsg_bibliothek	hsg_geloescht	hsg_id
K1161	HBZ60	38/622	K: Kath. Theologie	Institut für Katholische Theologie der Universität Köln	NULL	3594
K1162	HBZ60	38/623	K: Evang. Theologie	Institut für Evangelische Theologie der Universität Köln	NULL	3595
K1163	HBZ60	38/302	K: FB Heilpädagogik	Fachbibliothek Heilpädagogik und Rehabilitation	NULL	3596
K1164	HBZ60	38/158	K	Institut für Messewirtschaft und Distributionsforschung der Universität Köln	2022-12-13 11	:36	:10	3597
K1165	HBZ60	38/230	K: Gewerbl.Rechtsschutz	Institut für Gewerblichen Rechtsschutz und Urheberrecht der Universität Köln	NULL	3598
K1166	HBZ60	38/460	K: Byzantinistik	Institut für Altertumskunde, Abteilung Byzantinistik und Neogräzistik	NULL	3599
K1167	HBZ60	38/461	K: Mittellatein	Institut für Altertumskunde, Abteilung Mittellatein	NULL	3600
K1168	HBZ60	38/462	K	Institut für Altertumskunde, Neulateinische Bibliothek	2018-08-30 00	:00	:00	3601
K1169	HBZ60	38/231	K: Bilanz-/ Steuerrecht	Lehrstuhl für Bürgerliches Recht, Bilanz- und Steuerrecht der Universität Köln	NULL	3602
K1170	HBZ60	38/171	K	Lehrstuhl für Empirische Sozial- und Wirtschaftsforschung der Universität Köln	2019-02-27 00	:00	:00	3603
K1171	HBZ60	38/503	K: FB Biologie	Fachbibliothek Biologie der Universität Köln	NULL	3604
K1172	HBZ60	38/463	K	Institut für Historisch-Kulturwissenschaftliche Informationsverarbeitung der Universität Köln	2019-12-04 00	:00	:00	3605
K1173	HBZ60	38/111	K	Seminar für Allgemeine Betriebswirtschaftslehre und Unternehmensfinanzen der Universität Köln	2022-12-12 17	:25	:41	3606
K1174	HBZ60	38/159	K	Institut für Handelsforschung an der Universität Köln	2018-09-28 00	:00	:00	3607
K1175	HBZ60	38/326	K: Testothek.Humanwiss.	Testothek der Humanwissenschaftlichen Fakultät der Universität Köln	NULL	3608
K1176	HBZ60	Kn 184	K: FrauenMediaTurm	FrauenMediaTurm - Feministisches Archiv und Bibliothek	NULL	3609
K1177	HBZ60	38/227	K	International Investment Law Center Cologne	2022-12-13 12	:11	:56	3610
K1178	HBZ60	38/009	K	Autonomes Lesben- und Schwulenreferat der Universität zu Köln	2022-12-12 17	:23	:09	3611
K1179	HBZ60	38/464	K	Bibliothek für Medienkulturwissenschaft	2018-09-28 00	:00	:00	3612
K1180	HBZ60	38/465	K: Digital Humanities	Institut für Digital Humanities, Bibliothek	NULL	3613
K1181	HBZ60	38/233	K	Dokumentationszentrum für Europäisches Anwalts- und Notarrecht	2022-12-13 12	:15	:59	3614
K1182	HBZ60	38/467	K: Koll. Morphomata	Internationales Kolleg Morphomata	NULL	3615
K1183	HBZ60	38/468	K: Europ. Rechtsling.	Institut für Europäische Rechtslinguistik	NULL	3616
K1184	HBZ60	38/328	K: IMVR	Institut für Medizinsoziologie	NULL	3617
K1185	HBZ60	587b	BN	GESIS  ? Leibniz?Institut für Sozialwissenschaften,  Bibliothek	Bonn	2012-03-19 00	:00	:00	3618
K1186	HBZ60	38/232	K	Lehrstuhl für Bürgerliches Recht, Wirtschafts- und Anwaltsrecht	2022-12-13 12	:14	:55	3619
K1187	HBZ60	38/234	K: Rechtstheorie	Lehrstuhl für Bürgerliches Recht und Rechtstheorie	NULL	3620
K1188	HBZ60	38/101	K: VWL-Bibliothek	Volkswirtschaftliche Bibliothek der Universität zu Köln	NULL	3621
K1189	HBZ60	38/237	K: Inst. Int. Peace	Institute for International Peace and Security Law, Library	NULL	3622
K1190	HBZ60	38/466	K: Sprachlabor	Sprachlabor der Philosophischen Fakultät der Universität zu Köln	NULL	3623
K1191	HBZ60	38/229	K: Inst. Insolvenzrecht	Institut für Internationales und Europäisches Insolvenzrecht	NULL	3624
K5001	HBZ60	832	K: TH Köln	Hochschulbibliothek der Technischen Hochschule Köln	NULL	3625
KD001	HBZ60	461/1	K: HBZ, DienstB	Hochschulbibliothekszentrum NRW, Dienstbibliothek, Köln	NULL	3626
KE001	HBZ60	WWW 2	K	Elektronische Bibliothek Nordrhein-Westfalen, Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen, Köln	2018-09-28 00	:00	:00	3627
KE002	HBZ60	WWW 2/1	K	Elsevier-Konsortium Nordrhein-Westfalen, Hochschulbibliothekszentrum des Landes Nordrhein-Westfalen, Köln	2002-07-15 00	:00	:00	3628
KM001	HBZ60	38 M	K: ZB MED	ZB MED  Leibniz-Informationszentrum Lebenswissenschaften, Köln	NULL	3629
L0001	HBZ60	51	DT: Lipp. LB	Lippische Landesbibliothek Detmold	NULL	3630
L5001	HBZ60	743	Lemgo: TH OWL, S(KIM)	Technische Hochschule Ostwestfalen-Lippe, Service Kommunikation Information Medien	NULL	3631
M0001	HBZ60	6	MS: ULB	Universitäts- und Landesbibliothek Münster	NULL	3632
M0002	HBZ60	6/A	MS: ZB Sozialwiss.	Universitäts- und Landesbibliothek Münster, Zweigbibliothek Sozialwissenschaften	NULL	3633
M0003	HBZ60	6/M	MS: ZB Medizin	Universitäts- und Landesbibliothek Münster, Zweigbibliothek Medizin	NULL	3634
M0004	HBZ60	6/N	MS: FID Benelux	Haus der Niederlande, Fachinformationsdienst Benelux / Low Countries Studies	NULL	3635
M0005	HBZ60	6/Z	MS:	MS: Zeitungs- u. Pressearch.	Universitäts- und Landesbibliothek, Zeitungs- und Pressearchiv	NULL	3636
M1001	HBZ60	6/I	MS	Universitäts- und Landesbibliothek Münster, Zweigbibliothek Informatik	2001-04-24 00	:00	:00	3637
M1002	HBZ60	6/P	MS	Universitäts- und Landesbibliothek Münster, Zweigbibliothek Physik	2016-01-11 00	:00	:00	3638
M1003	HBZ60	6/001	MS	Botanischer Garten, Bibliothek	2016-01-11 00	:00	:00	3639
M1004	HBZ60	6/003	MS	Institut für Anatomie der Universität Münster	2013-09-11 00	:00	:00	3640
M1005	HBZ60	6/005	MS: Chemiebibliothek	Chemiebibliothek	NULL	3641
M1006	HBZ60	6/006	MS: Ev.-Theol. Sem.	Seminare der Evangelisch-Theologischen Fakultät der Universität Münster	NULL	3642
M1007	HBZ60	6/007	MS: Geowiss. I	Bibliothek Geowissenschaften I der Universität Münster	NULL	3643
M1008	HBZ60	6/011	MS: Kath.-Theol.,Joh.	Gemeinschaftsbibliothek der Katholisch-Theologischen Fakultät, Abt. Johannisstr., der Universität Münster	NULL	3644
M1009	HBZ60	6/013	MS	Institut für Mineralogie der Universität Münster	2005-10-26 00	:00	:00	3645
M1010	HBZ60	6/015	MS: Philosoph. Sem.	Philosophisches Seminar der Universität Münster	NULL	3646
M1011	HBZ60	6/016	MS: Rechtswiss. Sem. I	Rechtswissenschaftliches Seminar I der Universität Münster	NULL	3647
M1012	HBZ60	6/017	MS: FB Wirtschaft	Fachbereichsbibliothek Wirtschaftswissenschaften der Universität Münster	NULL	3648
M1013	HBZ60	6/019	MS	Zoologische Institute der Universität Münster	2014-06-06 00	:00	:00	3649
M1014	HBZ60	6/020	MS: Engl. Sem.	Englisches Seminar der Universität Münster	NULL	3650
M1015	HBZ60	6/021	MS	Institut für Kunstgeschichte der Universität Münster	2022-11-09 10	:51	:22	3651
M1016	HBZ60	6/022	MS: Mathemat./Informatik	Bibliothek des Fachbereichs Mathematik und Informatik der Universität Münster	NULL	3652
M1017	HBZ60	6/023	MS: FB Physik	Bibliothek des Fachbereichs Physik der Universität Münster	NULL	3653
M1018	HBZ60	6/026	MS: Geobibliothek	Geobibliothek der Universität Münster	NULL	3654
M1019	HBZ60	6/028	MS	Klinik für Hals-, Nasen-, Ohrenheilkunde der Universität Münster	2014-05-07 00	:00	:00	3655
M1020	HBZ60	6/032	MS	Institut für Steuerrecht der Universität Münster	2020-09-09 12	:17	:01	3656
M1021	HBZ60	6/033	MS	Institut für Slavistik der Universität Münster	2021-07-29 13	:26	:09	3657
M1022	HBZ60	6/034	MS: Pharmakol/Toxikol	Institut für Pharmakologie und Toxikologie der Universität Münster	NULL	3658
M1023	HBZ60	6/035	MS	Forschungsstelle für allgemeine und textile Marktwirtschaft der Universität Münster	2018-09-28 00	:00	:00	3659
M1024	HBZ60	6/036	MS: Augenheilkunde	Klinik und Poliklinik für Augenheilkunde der Universität Münster	NULL	3660
M1025	HBZ60	6/037	MS: I.f.Angew.Physik	Institut für Angewandte Physik der Universität Münster	NULL	3661
M1026	HBZ60	6/038	MS	Institut für Hygiene der Universität Münster	2016-01-11 00	:00	:00	3662
M1027	HBZ60	6/039	MS: I.f.Rechtsmedizin	Institut für Rechtsmedizin der Universität Münster	NULL	3663
M1028	HBZ60	6/040	MS	Klinik und Poliklinik für Allgemein- und Viszeralchirurgie (gemeinsame Bibliothek mit der Klinik und Poliklinik Unfall-, Hand- und Wiederherstellungschirurgie)	2016-01-11 00	:00	:00	3664
M1029	HBZ60	6/041	MS	Klinik und Poliklinik für allgemeine Orthopädie der Universität Münster	2008-11-14 00	:00	:00	3665
M1030	HBZ60	6/043	MS	Gerhard-Domagk-Institut für Pathologie der Universität Münster	2013-09-11 00	:00	:00	3666
M1031	HBZ60	6/044	MS	Klinik und Poliklinik für Hautkrankheiten, Allgemeine Dermatologie und Venerologie der Universität Münster	2016-12-29 00	:00	:00	3667
M1032	HBZ60	6/045	MS	Fachklinik Hornheide für Tumoren und Wiederherstellung an Gesicht und Haut an der Universität Münster	2014-05-07 00	:00	:00	3668
M1033	HBZ60	6/046	MS	Zentrum für Kinder- und Jugendmedizin der Universität Münster	2014-05-07 00	:00	:00	3669
M1034	HBZ60	6/047	MS: Psychiatr/Psychoth	Klinik und Poliklinik für Psychiatrie und Psychotherapie der Universität Münster	NULL	3670
M1035	HBZ60	6/049	MS: Bibl.f.Psychologie	Fachbereich 7, Psychologie und Sportwissenschaft, Bibliothek für Psychologie der Universität Münster	NULL	3671
M1036	HBZ60	6/050	MS: Niederl.Philol	Haus der Niederlande, Institut für NiederländischePhilologie der Universität Münster	NULL	3672
M1037	HBZ60	6/052	MS: Musikwissenschaft	Institut für Musikwissenschaft der Universität Münster	NULL	3673
M1038	HBZ60	6/053	MS	Institut für Kommunikationswissenschaft der Universität Münster	2022-11-09 10	:52	:10	3674
M1039	HBZ60	6/054	MS	Institut für Mathematische Logik und Grundlagenforschung der Universität Münster, integriert in 6/022	2016-12-29 00	:00	:00	3675
M1040	HBZ60	6/055	MS	Institut für Physikalische Chemie der Universität Münster	2014-06-06 00	:00	:00	3676
M1041	HBZ60	6/056	MS: Theoret. Physik	Bibliothek für Theoretische und Teilchenphysik der Universität Münster	NULL	3677
M1042	HBZ60	6/057	MS: Pharm.u.Med. Chemie	Institut für Pharmazeutische und Medizinische Chemie der Universität Münster	NULL	3678
M1043	HBZ60	6/058	MS: Sportbibl.	Fachbereich 7, Psychologie und Sportwissenschaft, Sportbibliothek	NULL	3679
M1044	HBZ60	6/069	MS: Kath.-Theol. Hüff.	Gemeinschaftsbibliothek der Katholisch-Theologischen Fakultät, Abt. Hüfferstr., der Universität Münster	NULL	3680
M1045	HBZ60	6/096	MS	Historisches Seminar, Abt. für Ur- und Frühgeschichtliche Archäologie der Universität Münster	2020-02-07 14	:21	:10	3681
M1046	HBZ60	6/097	MS: Volksk/Europ.Ethno	Institut für Kulturanthropologie/Europäische Ethnologie	NULL	3682
M1047	HBZ60	6/111	MS	Institut für Verkehrswissenschaft an der Universität Münster	2006-07-12 00	:00	:00	3683
M1048	HBZ60	6/112	MS	Institut für Siedlungs- und Wohnungswesen an der Universität Münster	2006-07-12 00	:00	:00	3684
M1049	HBZ60	6/115	MS: Kommunalwiss.Inst.	Kommunalwissenschaftliches Institut der Universität Münster	NULL	3685
M1050	HBZ60	6/117	MS	Astronomische Bibliothek der Universität Münster	2016-01-11 00	:00	:00	3686
M1051	HBZ60	6/118	MS	Institut für Humangenetik der Universität Münster	2019-08-28 00	:00	:00	3687
M1052	HBZ60	6/119	MS: Judaicum Delitzs.	Institutum Judaicum Delitzschianum der Universität Münster	NULL	3688
M1053	HBZ60	6/122	MS: Physiol.Chem./Path	Institut für Physiologische Chemie und Pathobiochemie der Universität Münster	NULL	3689
M1054	HBZ60	6/123	MS: Erziehungswiss.	Bibliothek des Instituts für Erziehungswissenschaft der Universität Münster	NULL	3690
M1055	HBZ60	6/125	MS: Rechtshist. Bibl.	Rechtshistorische Bibliothek der Universität Münster	NULL	3691
M1056	HBZ60	6/127	MS	Institut für Christliche Sozialwissenschaften der Universität Münster	2006-07-12 00	:00	:00	3692
M1057	HBZ60	6/134	MS	Institut für Rechnungslegung und Wirtschaftsprüfung der Universität Münster	2019-12-04 00	:00	:00	3693
M1058	HBZ60	6/135	MS	Institut für Kriminalwissenschaften der Universität Münster	2014-05-07 00	:00	:00	3694
M1059	HBZ60	6/136	MS: Heribert Meffert B.	Heribert Meffert Bibliothek - Marketing-Centrum (MCM) an der Universität Münster	NULL	3695
M1060	HBZ60	6/137	MS: Inst. Epigraphik	Gemeinsame Bibliothek des Instituts für Klassische Philologie, des Instituts für Epigraphik und des Seminars für Alte Geschichte	NULL	3696
M1061	HBZ60	6/151	MS	Institut für Klassische Archäologie und Frühchristliche Archäologie der Universität Münster / Archäologisches Museum	2020-02-07 14	:22	:54	3697
M1062	HBZ60	6/152	MS: Ägyptol.u.Koptol.	Institut für Ägyptologie und Koptologie der Universität Münster	NULL	3698
M1063	HBZ60	6/153	MS: Altorientalistik	Institut für Altorientalistik und Vorderasiatische Archäologie der Universität Münster	NULL	3699
M1064	HBZ60	6/154	MS: Arab. u.Islamwiss.	Seminar für Arabistik und Islamwissenschaft der Universität Münster	NULL	3700
M1065	HBZ60	6/155	MS	Institut für Indologie der Universität Münster	2016-01-11 00	:00	:00	3701
M1066	HBZ60	6/156	MS: Sinol.u.Ostasienk.	Institut für Sinologie und Ostasienkunde der Universität Münster	NULL	3702
M1067	HBZ60	6/157	MS	Institut für Lebensmittelchemie der Universität Münster	2022-11-09 10	:53	:05	3703
M1068	HBZ60	6/158	MS	Patristische Arbeitsstelle Münster	2016-01-11 00	:00	:00	3704
M1069	HBZ60	6/160	MS	Betriebswirtschaftliches Institut für Anlagen und Systemtechnologien der Universität Münster	2006-07-12 00	:00	:00	3705
M1070	HBZ60	6/161	MS	Institut für Finanzwissenschaft II an der Universität Münster	2015-07-03 00	:00	:00	3706
M1071	HBZ60	6/162	MS	Institut für Frühmittelalterforschung der Universität Münster	2020-02-07 14	:23	:43	3707
M1072	HBZ60	6/163	MS: I.f.Geophysik	Institut für Geophysik der Universität Münster	NULL	3708
M1073	HBZ60	6/164	MS: Ethik,Gesch. Medizin	Institut für Ethik, Geschichte und Theorie der Medizin der Universität Münster	NULL	3709
M1074	HBZ60	6/165	MS: Ethik u.Angrenz.Soz.-Wiss.	Institut für Ethik und Angrenzende Sozialwissenschaften der Universität Münster	NULL	3710
M1075	HBZ60	6/166	MS: Engl. S., Book St.	Englisches Seminar, Book Studies der Universität Münster	NULL	3711
M1076	HBZ60	6/168	MS	Institut für Kernphysik der Universität Münster	2016-01-11 00	:00	:00	3712
M1077	HBZ60	6/169	MS	Institut für Westfälische Kirchengeschichte der Universität Münster	2022-11-09 10	:54	:08	3713
M1078	HBZ60	6/171	MS	Institut für Kreditwesen der Universität Münster	2019-04-26 00	:00	:00	3714
M1079	HBZ60	6/172	MS	Institut für Numerische und Instrumentelle Mathematik der Universität Münster, integriert in 6/022	2016-12-29 00	:00	:00	3715
M1080	HBZ60	6/174	MS	Institut für Ökonometrie und Wirtschaftsstatistik der Universität Münster	2009-11-11 00	:00	:00	3716
M1081	HBZ60	6/175	MS: PharmBiol/Phytoch.	Institut für Pharmazeutische Biologie und Phytochemie der Universität Münster	NULL	3717
M1082	HBZ60	6/176	MS	Institut für Medizinische Physik und Biophysik der Universität Münster	2013-04-26 00	:00	:00	3718
M1083	HBZ60	6/177	MS: Zivilrechtl. Bibl.	Gemeinsame Bibliothek der Zivilrechtlichen Institute der Universität Münster	NULL	3719
M1084	HBZ60	6/178	MS	Institut für öffentliches Recht und Politik der Universität Münster	2020-06-17 12	:57	:51	3720
M1085	HBZ60	6/179	MS	Institut für Sportmedizin der Universität Münster	2016-01-11 00	:00	:00	3721
M1086	HBZ60	6/180	MS	Institut für Mathematische Statistik der Universität Münster, integriert in 6/022	2016-12-29 00	:00	:00	3722
M1087	HBZ60	6/181	MS	Institut für Molekulare Tumorbiologie der Universität Münster	2011-11-21 00	:00	:00	3723
M1088	HBZ60	6/182	MS: Neutest.Textfor.	Institut für neutestamentliche Textforschung der Universität Münster	NULL	3724
M1089	HBZ60	6/183	MS	Institut für Oekumenische Theologie der Universität Münster	2022-11-09 10	:54	:58	3725
M1090	HBZ60	6/184	MS	Institut für Supply Chain Management, Bibliothek	2007-10-08 00	:00	:00	3726
M1091	HBZ60	6/185	MS	Institut für Unternehmensrechnung und -besteuerung an der Universität Münster	2019-10-01 00	:00	:00	3727
M1092	HBZ60	6/186	MS: Wirt-u.Sozialgesch	Institut für Wirtschafts- und Sozialgeschichte der Universität Münster	NULL	3728
M1093	HBZ60	6/187	MS	Institut für Öffentliches Wirtschaftsrecht der Universität Münster	2018-10-31 00	:00	:00	3729
M1094	HBZ60	6/188	MS	Ostkirchen-Institut in der Gemeinschaftbibl. der Katholisch-Theologischen Fakultät, Abteilung Hüfferstraße	2013-08-26 00	:00	:00	3730
M1095	HBZ60	6/189	MS	Zentrum für Informationsverarbeitung (Universitäts-Rechenzentrum) der Universität Münster	2006-07-12 00	:00	:00	3731
M1096	HBZ60	6/190	MS: Byzantinistik	Seminar für Byzantinistik der Universität Münster	NULL	3732
M1097	HBZ60	6/191	MS: Nord. Philologie	Institut für Nordische Philologie / Skandinavistik der Universität Münster	NULL	3733
M1098	HBZ60	6/192	MS: Latein.Phil., MA u. Neuzeit	Seminar für Lateinische Philologie des Mittelalters und der Neuzeit der Universität Münster	NULL	3734
M1099	HBZ60	6/193	MS: Ethnologie	Institut für Ethnologie der Universität Münster	NULL	3735
M1100	HBZ60	6/194	MS: Raumplanung	Zentralinstitut für Raumplanung an der Universität Münster	NULL	3736
M1101	HBZ60	6/210	MS: Vergl. Städtegesch.	Institut für Vergleichende Städtegeschichte an der Universität Münster	NULL	3737
M1102	HBZ60	6/211	MS	Arbeitsstelle für die Neuere Geschichte Großbritanniens und des Commonwealth der Universität Münster	2020-02-07 14	:24	:40	3738
M1103	HBZ60	6/213	MS	Institut für Molekulare Mikrobiologie und Biotechnologie (IMMB) der Universität Münster	2016-01-11 00	:00	:00	3739
M1104	HBZ60	6/216	MS	Lehrstuhl für Betriebswirtschaftslehre, insbesondere Organisation, Personal und Innovation, der Universität Münster	2019-12-04 00	:00	:00	3740
M1105	HBZ60	6/218	MS	Lehrstuhl für Volkswirtschaftstheorie der Universität Münster	2014-09-16 00	:00	:00	3741
M1106	HBZ60	6/219	MS	Lehrstuhl für Betriebswirtschaftslehre, insbesondere Internationale Unternehmensrechnung der Universität Münster	2019-10-01 00	:00	:00	3742
M1107	HBZ60	6/220	MS	Lehrstuhl für Volkswirtschaftslehre, insbesondere für Geld und Währung der Universität Münster	2006-07-12 00	:00	:00	3743
M1108	HBZ60	6/221	MS	Institut für Medizinische Informatik und Biomathematik der Universität Münster	2013-04-26 00	:00	:00	3744
M1109	HBZ60	6/222	MS: Med. Psychologie	Institut für Medizinische Psychologie der Universität Münster	NULL	3745
M1110	HBZ60	6/223	MS	Zweigbibliothek Sozialwissenschaften I der Universität Münster	2000-10-23 00	:00	:00	3746
M1111	HBZ60	6/224	MS	Institut für Ökologie der Pflanzen der Universität Münster	2010-03-31 00	:00	:00	3747
M1112	HBZ60	6/225	MS	Lehrstuhl für Biochemie und Biotechnologie der Pflanzen der Universität Münster	2014-05-07 00	:00	:00	3748
M1113	HBZ60	6/227	MS	Zivilrechtliche Institute der Universität Münster ( aufgelöst)	2001-04-24 00	:00	:00	3749
M1114	HBZ60	6/228	MS	Rechtswissenschaftliches Seminar II, Abteilung Kriminalwissenschaften der Universität Münster	2022-11-09 10	:56	:01	3750
M1115	HBZ60	6/230	MS	Lehrstuhl für Öffentliches Recht, insb. Völker- und Europarecht der Universität Münster	2018-10-31 00	:00	:00	3751
M1116	HBZ60	6/231	MS	Lehrstuhl für Betriebswirtschaftslehre, insb. Distribution und Handel der Universität Münster	2006-07-12 00	:00	:00	3752
M1117	HBZ60	6/232	MS	Institut für Immunologie der Universität Münster	2003-02-28 00	:00	:00	3753
M1118	HBZ60	6/233	MS	Institut für Arbeitsmedizin der Universität Münster	2011-08-19 00	:00	:00	3754
M1119	HBZ60	6/234	MS	Lehrstuhl für Epidemiologie und Sozialmedizin der Universität Münster	2016-01-11 00	:00	:00	3755
M1120	HBZ60	6/238	MS	Institut für Klinische Radiologie der Universität Münster	2014-05-07 00	:00	:00	3756
M1121	HBZ60	6/239	MS	Institut für Geistes- und Sozialwissenschaften des Sports der Universität Münster	2002-07-15 00	:00	:00	3757
M1122	HBZ60	6/240	MS	Institut für Bewegungswissenschaften der Universität Münster	2006-07-12 00	:00	:00	3758
M1123	HBZ60	6/242	MS	Lehrstuhl für Finanzierung, der Universität Münster	2019-04-26 00	:00	:00	3759
M1124	HBZ60	6/243	MS	Institut für Arterioskleroseforschung der Universität Münster	2013-09-11 00	:00	:00	3760
M1125	HBZ60	6/244	MS	Institut für Umwelt- und Planungsrecht der Universität Münster	2018-10-31 00	:00	:00	3761
M1126	HBZ60	6/245	MS	Germanistisches Institut, Abt. Literatur des Mittelalters und Abt. Sprachwissenschaft, Universität Münster,	2012-06-04 00	:00	:00	3762
M1127	HBZ60	6/246	MS: Germanist. Inst.	Germanistisches Institut, Universität Münster	NULL	3763
M1128	HBZ60	6/247	MS	Germanistisches Institut, Abt. Niederdeutsche Sprache und Literatur, Universität Münster	2012-06-04 00	:00	:00	3764
M1129	HBZ60	6/248	MS: Historisches Sem.	Historisches Seminar der Universität Münster	NULL	3765
M1130	HBZ60	6/249	MS	Historisches Seminar, Abt.  für Osteuropäische Geschichte der Universität Münster	2020-02-07 14	:25	:18	3766
M1131	HBZ60	6/250	MS	Gemeinsame Bibliothek des Instituts für Klassische Philologie, des Instituts für Epigraphik und des Seminars für Alte Geschichte	2022-11-09 10	:57	:35	3767
M1132	HBZ60	6/251	MS: Sem. Alte Gesch.	Gemeinsame Bibliothek des Instituts für Klassische Philologie, des Instituts für Epigraphik und des Seminars für Alte Geschichte	NULL	3768
M1133	HBZ60	6/253	MS	Institut für Physiologie I, Neurophysiologie der Universität Münster	2013-09-11 00	:00	:00	3769
M1134	HBZ60	6/254	MS	Institut für Physiologie II, Vegetative Physiologie der Universität Münster	2016-01-11 00	:00	:00	3770
M1135	HBZ60	6/255	MS: Rom.S./LingFr.Abt.	Romanisches Seminar, Linguistische und Französische Abteilung der Universität Münster	NULL	3771
M1136	HBZ60	6/256	MS	Romanisches Seminar, Italienische Abteilung der Universität Münster	2020-06-17 12	:55	:58	3772
M1137	HBZ60	6/257	MS	Romanisches Seminar, Spanisch-portugiesisch-lateinamerikanische Abteilung der Universität Münster	2020-06-17 12	:56	:35	3773
M1138	HBZ60	6/258	MS: Sprachwissenschaft	Institut für Sprachwissenschaft der Universität Münster	NULL	3774
M1139	HBZ60	6/259	MS: Indogerm.Sprachw.	Seminar für Indogermanische Sprachwissenschaft der Universität Münster	NULL	3775
M1140	HBZ60	6/260	MS	Centrum für Angewandte Wirtschaftsforschung Münster (CAWM)	2018-03-07 00	:00	:00	3776
M1141	HBZ60	6/262	MS	Katholisch-oekumenisches Institut der Universität Münster, Abteilung 2	: Oekumenik und Friedensforschung	2006-07-12 00	:00	:00	3777
M1142	HBZ60	6/263	MS	Katholisch-oekumenisches Institut der Universität Münster, Abteilung 1	: Geschichte und Theologie der Östlichen u. Westlichen  Kirchen	2006-07-12 00	:00	:00	3778
M1143	HBZ60	6/264	MS	Klinik und Poliklinik für Urologie der Universität Münster	2016-01-11 00	:00	:00	3779
M1144	HBZ60	6/266	MS	Klinik für Kinder- und Neugeborenen-Chirurgie der Universität Münster	2013-09-11 00	:00	:00	3780
M1145	HBZ60	6/267	MS: Reproduktionsmed.	Centrum für Reproduktionsmedizin und Andrologie (CeRA)	NULL	3781
M1146	HBZ60	6/268	MS	Zentrum für Kinderheilkunde, Bereich Psychosomatik der Universität Münster	2008-07-07 00	:00	:00	3782
M1147	HBZ60	6/269	MS	Centrum für Laboratoriumsmedizin der Universität Münster	2013-09-11 00	:00	:00	3783
M1148	HBZ60	6/270	MS	Poliklinik für Phoniatrie und Pädaudiologie der Universität Münster	2013-09-11 00	:00	:00	3784
M1149	HBZ60	6/271	MS: Pharmazeut.Technol	Institut für Pharmazeutische Technologie und Biopharmazie, Bibliothek	NULL	3785
M1150	HBZ60	6/272	MS	Institut für Planetologie der Universität Münster	2019-03-29 00	:00	:00	3786
M1151	HBZ60	6/273	MS	Klinik und Poliklinik für Neurologie der Universität Münster	2012-03-19 00	:00	:00	3787
M1152	HBZ60	6/274	MS	Institut für Informatik der Universität Münster, integriert in 6/022	2016-12-29 00	:00	:00	3788
M1153	HBZ60	6/275	MS: BWL, Controlling	Lehrstuhl für Betriebswirtschaftslehre, insb. Controlling der Universität Münster	NULL	3789
M1154	HBZ60	6/276	MS: Ehrenpreis-Inst.	Ehrenpreis-Institut für Swift-Studien an der Universität Münster	NULL	3790
M1155	HBZ60	6/277	MS: Med. Mikrobiologie	Institut für Medizinische Mikrobiologie der Universität Münster	NULL	3791
M1156	HBZ60	6/278	MS	Ostkirchen-Institut, Bibliothek der Gemeinschaft Evangelischer Schlesier	2010-11-09 00	:00	:00	3792
M1157	HBZ60	6/279	MS	Institut für Neuropathologie der Universität Münster	2016-01-11 00	:00	:00	3793
M1158	HBZ60	6/280	MS	Zweigbibliothek Sozialwissenschaften II der Universität Münster	2001-04-24 00	:00	:00	3794
M1159	HBZ60	6/281	MS	Institut für Didaktik der Geographie der Universität Münster	2006-07-12 00	:00	:00	3795
M1160	HBZ60	6/282	MS: Wirtschaftsinform.	Institut für Wirtschaftsinformatik der Universität Münster	NULL	3796
M1161	HBZ60	6/283	MS	Englisches Seminar, Arbeitsbereich Linguistik der Universität Münster	2013-04-26 00	:00	:00	3797
M1162	HBZ60	6/284	MS	Haus der Niederlande, Zentrum für Niederlande-Studien der Universität Münster	2022-11-09 10	:58	:43	3798
M1163	HBZ60	6/285	MS	Institut für Internationale Ökonomie der Universität Münster	2019-10-01 00	:00	:00	3799
M1164	HBZ60	6/286	MS: Musikpädagogik	Institut für Musikpädagogik der Universität Münster	NULL	3800
M1165	HBZ60	6/287	MS	Institut für Evangelische Theologie und ihre Didaktik der Universität Münster	2013-04-26 00	:00	:00	3801
M1166	HBZ60	6/288	MS	Institut für Katholische Lehrerausbildung der Universität Münster	2006-07-12 00	:00	:00	3802
M1167	HBZ60	6/289	MS	Arbeitsbereich Allgemeinmedizin der Universität Münster	2014-05-07 00	:00	:00	3803
M1168	HBZ60	6/290	MS	Institut für Didaktik der Geschichte der Universität Münster	2020-02-07 14	:26	:13	3804
M1169	HBZ60	6/292	MS	Germanistisches Institut, Abt. Didaktik der Deutschen Sprache und Literatur,  Universität Münster	2012-06-04 00	:00	:00	3805
M1170	HBZ60	6/293	MS: Did.d.Mathematik	Institut für Didaktik der Mathematik und der Informatik an der Universität Münster	NULL	3806
M1171	HBZ60	6/294	MS	Institut für Didaktik der Physik an der Universität Münster	2014-05-07 00	:00	:00	3807
M1172	HBZ60	6/295	MS: Did.d. Sachunterr.	Seminar für Didaktik des Sachunterrichts an der Universität Münster	NULL	3808
M1173	HBZ60	6/296	MS: Did.d.Chemie	Institut für Didaktik der Chemie an der Universität Münster	NULL	3809
